attempt,turns,length
0,0,3
1,1,3
2,2,3
3,3,3
4,4,3
5,0,3
6,2,3
7,1,3
8,0,3
9,0,3
10,4,3
11,0,3
12,3,3
13,0,3
14,2,3
15,7,3
16,0,3
17,0,3
18,2,3
19,0,3
20,2,3
21,4,3
22,1,3
23,1,3
24,0,3
25,1,3
26,0,3
27,2,3
28,2,3
29,4,3
30,5,3
31,1,3
32,3,3
33,3,3
34,2,3
35,1,3
36,1,3
37,0,3
38,9,4
39,1,3
40,2,3
41,3,3
42,0,3
43,9,3
44,15,3
45,2,3
46,0,3
47,8,3
48,0,3
49,8,4
50,0,3
51,1,3
52,24,3
53,3,3
54,0,3
55,18,3
56,1,3
57,1,3
58,3,3
59,6,3
60,0,3
61,0,3
62,0,3
63,1,3
64,2,3
65,5,3
66,1,3
67,5,3
68,0,3
69,4,3
70,0,3
71,0,3
72,9,3
73,0,3
74,1,3
75,0,3
76,1,3
77,1,4
78,0,3
79,0,3
80,4,2
81,3,3
82,0,3
83,2,3
84,0,3
85,0,3
86,3,3
87,1,3
88,1,3
89,7,3
90,2,3
91,4,3
92,1,3
93,1,3
94,0,3
95,0,3
96,1,3
97,1,4
98,0,3
99,2,3
100,0,3
101,0,3
102,3,3
103,2,3
104,1,3
105,2,3
106,6,3
107,1,3
108,0,3
109,0,3
110,0,3
111,0,3
112,3,3
113,0,3
114,1,3
115,0,3
116,0,3
117,1,2
118,2,3
119,1,3
120,1,3
121,0,3
122,0,3
123,1,3
124,8,3
125,0,3
126,1,3
127,0,3
128,0,3
129,0,3
130,3,3
131,2,3
132,0,3
133,1,3
134,2,3
135,1,3
136,0,3
137,3,3
138,3,3
139,0,3
140,2,3
141,4,3
142,0,3
143,3,3
144,1,3
145,0,3
146,0,3
147,6,3
148,4,3
149,4,3
150,5,3
151,1,3
152,0,3
153,9,3
154,4,3
155,0,3
156,5,4
157,0,3
158,5,4
159,0,3
160,11,3
161,5,3
162,0,3
163,1,3
164,0,3
165,0,3
166,1,3
167,1,3
168,1,3
169,1,3
170,0,3
171,1,3
172,12,3
173,9,3
174,1,3
175,10,4
176,2,3
177,3,3
178,6,3
179,0,3
180,0,3
181,3,4
182,0,3
183,11,4
184,0,3
185,3,3
186,5,3
187,3,3
188,2,3
189,1,3
190,7,3
191,2,4
192,0,3
193,0,3
194,0,3
195,3,3
196,3,3
197,0,3
198,0,3
199,0,3
200,1,3
201,4,3
202,1,3
203,3,3
204,5,4
205,7,3
206,1,3
207,3,3
208,0,3
209,3,3
210,1,3
211,3,3
212,0,3
213,11,5
214,0,3
215,6,3
216,4,2
217,14,3
218,0,3
219,1,3
220,5,3
221,0,3
222,0,3
223,0,3
224,7,3
225,1,3
226,1,3
227,2,3
228,1,3
229,0,3
230,5,3
231,4,3
232,0,3
233,0,3
234,1,3
235,1,3
