attempt,turns,length
0,3,3
1,2,3
2,2,3
3,3,3
4,1,3
5,1,3
6,1,3
7,4,3
8,0,3
9,1,3
10,1,3
11,0,3
12,0,3
13,1,3
14,1,3
15,0,3
16,0,3
17,6,3
18,0,3
19,0,3
20,4,3
21,2,3
22,4,4
23,0,3
24,0,3
25,6,3
26,4,3
27,0,3
28,2,3
29,5,3
30,1,3
31,4,3
32,0,3
33,1,3
34,3,3
35,1,3
36,2,3
37,0,3
38,1,3
39,5,3
40,2,3
41,0,3
42,3,3
43,0,3
44,0,3
45,0,3
46,2,3
47,1,3
48,2,3
49,3,3
50,1,3
51,0,3
52,0,3
53,0,3
54,6,3
55,2,3
56,1,3
57,2,3
58,2,3
59,1,3
60,0,3
61,2,3
62,0,3
63,0,3
64,3,3
65,6,3
66,0,3
67,0,3
68,1,3
69,0,3
70,0,3
71,0,3
72,1,3
73,6,3
74,1,3
75,1,3
76,4,3
77,2,3
78,12,3
79,1,3
80,1,3
81,10,3
82,4,3
83,0,3
84,0,3
85,7,3
86,6,3
87,10,3
88,1,3
89,3,3
90,1,3
91,6,3
92,3,3
93,1,3
94,2,3
95,1,3
96,0,3
97,0,3
98,1,3
99,1,3
100,9,3
101,2,3
102,0,3
103,4,3
104,1,3
105,1,3
106,2,3
107,1,3
108,0,3
109,2,3
110,4,3
111,0,3
112,1,3
113,1,3
114,7,2
115,0,3
116,0,3
117,0,3
118,1,3
119,0,3
120,2,3
121,1,3
122,2,3
123,0,3
124,0,3
125,2,3
126,1,3
127,4,3
128,3,3
129,0,3
130,0,3
131,6,3
132,0,3
133,0,3
134,1,3
135,10,3
136,0,3
137,0,3
138,4,3
139,9,4
140,1,3
141,0,3
142,0,3
143,3,3
144,0,3
145,1,3
146,0,3
147,0,3
148,2,3
149,1,3
150,1,3
151,0,3
152,2,3
153,0,3
154,0,3
155,0,3
156,1,3
157,4,3
158,0,3
159,0,3
160,0,3
161,6,3
162,8,3
163,2,3
164,0,3
165,1,3
166,0,3
167,5,3
168,0,3
169,3,3
170,0,3
171,3,4
172,0,3
173,5,3
174,1,3
175,1,3
176,3,3
177,6,3
178,0,3
179,5,3
180,0,3
181,0,3
182,10,3
183,0,3
184,0,3
185,6,3
186,0,3
187,0,3
188,4,3
189,6,3
190,7,3
191,0,3
192,2,3
193,1,3
194,3,3
195,0,3
196,4,4
197,7,3
198,0,3
199,2,3
200,0,3
201,1,3
202,0,3
203,3,3
204,2,3
205,8,3
206,7,3
207,14,3
208,13,3
209,2,3
210,6,3
211,2,3
212,3,3
213,4,3
214,2,3
215,0,3
216,1,3
217,0,3
218,1,3
219,0,3
220,0,3
221,1,3
222,3,3
223,2,4
224,0,3
